SlNo,imei,InfoType,Date Time,,F,Time,Validity,Latitude,Lat Direction,Longitude,Lng Direction,Speed,Course,Elevation,Acc,Battery,GSM,Version
193,imei:865609029330026,sleep,18-03-2006 0.28,,F,2851,A,1255.5473,N,7739.892,E,0.3,223,913.7,0,59,63,F1.7.3;
194,imei:865609029330026,sleep,18-03-2006 0.41,,F,4151,A,1255.5548,N,7739.8829,E,0.4,254,913.5,0,59,63,F1.7.3;
195,imei:865609029330026,sleep,18-03-2006 0.54,,F,5451,A,1255.5516,N,7739.884,E,0,143,915.3,0,57,63,F1.7.3;
196,imei:865609029330026,sleep,18-03-2006 1.07,,F,10752,A,1255.5521,N,7739.8812,E,0.4,34,913.7,0,57,70,F1.7.3;
197,imei:865609029330026,sleep,18-03-2006 1.20,,F,12052,A,1255.5489,N,7739.8799,E,1.1,155,912.5,0,57,60,F1.7.3;
198,imei:865609029330026,sleep,18-03-2006 1.33,,F,13352,A,1255.5535,N,7739.8828,E,1.4,76,912.2,0,55,63,F1.7.3;
199,imei:865609029330026,tracker,18-03-2006 1.43,,F,14311,A,1255.5508,N,7739.8822,E,0.4,136,911.5,1,55,60,F1.7.3;
200,imei:865609029330026,tracker,18-03-2006 1.43,,F,14313,A,1255.5508,N,7739.8822,E,0.2,99,911.5,1,63,60,F1.7.3;
201,imei:865609029330026,tracker,18-03-2006 1.43,,F,14315,A,1255.5508,N,7739.8822,E,0.3,68,911.5,1,63,60,F1.7.3;
202,imei:865609029330026,tracker,18-03-2006 1.43,,F,14334,A,1255.5535,N,7739.8848,E,2,99,911.5,1,66,60,F1.7.3;
203,imei:865609029330026,tracker,18-03-2006 1.43,,F,14340,A,1255.55,N,7739.8855,E,0.8,130,911.5,1,69,60,F1.7.3;
204,imei:865609029330026,tracker,18-03-2006 1.43,,F,14348,A,1255.5499,N,7739.8846,E,0.3,175,911.4,1,69,60,F1.7.3;
205,imei:865609029330026,tracker,18-03-2006 1.43,,F,14353,A,1255.5496,N,7739.8833,E,0.7,212,911.4,1,69,60,F1.7.3;
206,imei:865609029330026,tracker,18-03-2006 1.43,,F,14357,A,1255.5499,N,7739.8826,E,0.5,258,911.4,1,66,63,F1.7.3;
207,imei:865609029330026,tracker,18-03-2006 1.43,,F,14358,A,1255.5499,N,7739.8829,E,0.2,219,911.4,1,67,63,F1.7.3;
208,imei:865609029330026,tracker,18-03-2006 1.43,,F,14359,A,1255.5499,N,7739.8828,E,0.5,142,911.4,1,67,63,F1.7.3;
209,imei:865609029330026,tracker,18-03-2006 1.44,,F,14405,A,1255.5497,N,7739.8835,E,1,101,911.4,1,66,63,F1.7.3;
210,imei:865609029330026,tracker,18-03-2006 1.44,,F,14413,A,1255.5499,N,7739.8836,E,0.2,66,911.4,1,69,76,F1.7.3;
211,imei:865609029330026,sleep,18-03-2006 1.44,,F,14416,A,1255.5499,N,7739.8836,E,0.1,58,911.4,0,69,76,F1.7.3;
212,imei:865609029330026,sleep,18-03-2006 1.55,,F,15517,A,1255.5502,N,7739.8805,E,0.5,186,911.9,0,80,70,F1.7.3;
213,imei:865609029330026,sleep,18-03-2006 2.04,,F,20417,A,1255.5494,N,7739.8839,E,0.4,353,915.8,0,82,70,F1.7.3;
214,imei:865609029330026,sleep,18-03-2006 2.12,,F,21218,A,1255.5424,N,7739.8832,E,1.6,134,916.3,0,90,73,F1.7.3;
215,imei:865609029330026,sleep,18-03-2006 2.19,,F,21918,A,1255.5546,N,7739.8796,E,0.1,242,916.6,0,94,70,F1.7.3;
216,imei:865609029330026,sleep,18-03-2006 2.25,,F,22518,A,1255.5497,N,7739.8819,E,0.6,302,916.7,0,96,73,F1.7.3;
217,imei:865609029330026,sleep,18-03-2006 2.30,,F,23019,A,1255.5557,N,7739.8801,E,1.2,74,916.9,0,99,73,F1.7.3;
218,imei:865609029330026,sleep,18-03-2006 2.35,,F,23519,A,1255.5475,N,7739.8711,E,0.2,303,918.4,0,100,73,F1.7.3;
219,imei:865609029330026,sleep,18-03-2006 2.40,,F,24019,A,1255.531,N,7739.8673,E,0.1,67,918.8,0,100,73,F1.7.3;
220,imei:865609029330026,sleep,18-03-2006 2.45,,F,24519,A,1255.5521,N,7739.8788,E,1.3,125,919,0,100,63,F1.7.3;
221,imei:865609029330026,sleep,18-03-2006 2.50,,F,25020,A,1255.5516,N,7739.8805,E,0.4,88,919.4,0,100,73,F1.7.3;
222,imei:865609029330026,sleep,18-03-2006 2.55,,F,25520,A,1255.5418,N,7739.8802,E,0.3,189,919.3,0,99,76,F1.7.3;
223,imei:865609029330026,sleep,18-03-2006 3.00,,F,30020,A,1255.5546,N,7739.8785,E,0.5,256,919.7,0,99,73,F1.7.3;
224,imei:865609029330026,sleep,18-03-2006 3.05,,F,30520,A,1255.5375,N,7739.8619,E,1.4,231,919.8,0,99,76,F1.7.3;
225,imei:865609029330026,sleep,00/00/00 00:00,,F,31020,V,1255.5784,N,7739.8873,E,1.2,29,918.3,0,99,73,F1.7.3;
226,imei:865609029330026,sleep,18-03-2006 3.15,,F,31520,A,1255.5442,N,7739.8698,E,0.9,76,918.3,0,99,66,F1.7.3;
227,imei:865609029330026,tracker,18-03-2006 3.16,,F,31658,A,1255.5442,N,7739.8698,E,0.9,76,918.3,1,99,63,F1.7.3;
228,imei:865609029330026,sleep,18-03-2006 3.23,,F,32328,A,1255.5451,N,7739.8781,E,0.6,194,918.4,0,94,76,F1.7.3;
229,imei:865609029330026,tracker,18-03-2006 3.27,,F,32741,A,1255.5473,N,7739.8754,E,0.3,293,918.4,1,94,73,F1.7.3;
230,imei:865609029330026,tracker,18-03-2006 3.27,,F,32753,A,1255.5483,N,7739.8788,E,0.8,141,918.2,1,94,73,F1.7.3;
231,imei:865609029330026,tracker,18-03-2006 3.28,,F,32807,A,1255.5578,N,7739.8852,E,1.8,245,918.7,1,94,76,F1.7.3;
232,imei:865609029330026,tracker,18-03-2006 3.28,,F,32825,A,1255.5489,N,7739.8759,E,0.8,310,918.8,1,94,63,F1.7.3;
233,imei:865609029330026,tracker,18-03-2006 3.28,,F,32843,A,1255.5418,N,7739.8764,E,0.8,129,918.5,1,94,56,F1.7.3;
234,imei:865609029330026,tracker,18-03-2006 3.28,,F,32846,A,1255.5526,N,7739.886,E,0.8,171,918.8,1,94,70,F1.7.3;
235,imei:865609029330026,tracker,00/00/00 00:00,,F,32933,V,1255.5526,N,7739.886,E,0.8,171,918.8,1,94,70,F1.7.3;
236,imei:865609029330026,sleep,00/00/00 00:00,,F,32934,V,1255.5526,N,7739.886,E,0.8,171,918.8,0,91,26,F1.7.3;
237,imei:865609029330026,tracker,00/00/00 00:00,,F,33022,V,1255.5526,N,7739.886,E,0.8,171,918.8,1,91,53,F1.7.3;
238,imei:865609029330026,tracker,00/00/00 00:00,,F,33110,V,1255.5526,N,7739.886,E,0.8,171,918.8,1,91,53,F1.7.3;
239,imei:865609029330026,sleep,00/00/00 00:00,,F,33113,V,1255.5526,N,7739.886,E,0.8,171,918.8,0,91,43,F1.7.3;
240,imei:865609029330026,tracker,18-03-2006 3.32,,F,33225,A,1255.5085,N,7739.9339,E,8.1,172,919,1,91,83,F1.7.3;
241,imei:865609029330026,tracker,18-03-2006 3.33,,F,33313,A,1255.3976,N,7739.9177,E,18.3,184,918.2,1,91,80,F1.7.3;
242,imei:865609029330026,tracker,00/00/00 00:00,,F,33323,V,1255.377,N,7739.9363,E,10.3,114,917.5,1,91,83,F1.7.3;
243,imei:865609029330026,tracker,18-03-2006 3.33,,F,33328,A,1255.3832,N,7739.9437,E,22.9,83,917.6,1,91,86,F1.7.3;
244,imei:865609029330026,tracker,18-03-2006 3.34,,F,33403,A,1255.3846,N,7740.0808,E,23.7,114,917.9,1,91,96,F1.7.3;
245,imei:865609029330026,tracker,18-03-2006 3.34,,F,33405,A,1255.3794,N,7740.0851,E,21.4,148,918.1,1,91,96,F1.7.3;
246,imei:865609029330026,tracker,18-03-2006 3.34,,F,33408,A,1255.3599,N,7740.0775,E,27.6,204,918.1,1,91,96,F1.7.3;
247,imei:865609029330026,tracker,18-03-2006 3.34,,F,33421,A,1255.3292,N,7740.0703,E,4.8,161,917.7,1,91,96,F1.7.3;
248,imei:865609029330026,tracker,18-03-2006 3.34,,F,33426,A,1255.3306,N,7740.0805,E,7.4,115,917.3,1,91,96,F1.7.3;
249,imei:865609029330026,tracker,18-03-2006 3.34,,F,33428,A,1255.3284,N,7740.0777,E,8.9,77,917.5,1,91,100,F1.7.3;
250,imei:865609029330026,tracker,18-03-2006 3.35,,F,33515,A,1255.3805,N,7740.1868,E,0.9,47,917.2,1,91,100,F1.7.3;
251,imei:865609029330026,tracker,18-03-2006 3.35,,F,33523,A,1255.3932,N,7740.2161,E,1.9,12,917.5,1,91,80,F1.7.3;
252,imei:865609029330026,tracker,18-03-2006 3.35,,F,33529,A,1255.3894,N,7740.1992,E,1.7,71,917.2,1,91,80,F1.7.3;
253,imei:865609029330026,tracker,18-03-2006 3.35,,F,33531,A,1255.3827,N,7740.1909,E,0.5,23,917.2,1,91,80,F1.7.3;
254,imei:865609029330026,tracker,00/00/00 00:00,,F,33535,V,1255.3848,N,7740.1963,E,13.8,68,916.5,1,91,80,F1.7.3;
255,imei:865609029330026,tracker,18-03-2006 3.36,,F,33627,A,1255.4402,N,7740.3063,E,4,91,917.5,1,91,73,F1.7.3;
256,imei:865609029330026,tracker,18-03-2006 3.36,,F,33644,A,1255.4461,N,7740.3355,E,26.1,61,916.7,1,91,73,F1.7.3;
257,imei:865609029330026,tracker,18-03-2006 3.37,,F,33732,A,1255.5481,N,7740.5364,E,9.7,60,916.7,1,91,63,F1.7.3;
258,imei:865609029330026,tracker,18-03-2006 3.37,,F,33745,A,1255.5236,N,7740.5272,E,22.6,242,919.8,1,91,100,F1.7.3;
259,imei:865609029330026,tracker,18-03-2006 3.38,,F,33833,A,1255.4223,N,7740.3075,E,34.7,243,916.2,1,91,90,F1.7.3;
260,imei:865609029330026,tracker,18-03-2006 3.39,,F,33921,A,1255.2791,N,7740.0079,E,55.2,243,912.4,1,91,73,F1.7.3;
261,imei:865609029330026,tracker,18-03-2006 3.39,,F,33939,A,1255.2398,N,7739.886,E,45.7,275,914.1,1,91,100,F1.7.3;
262,imei:865609029330026,tracker,18-03-2006 3.40,,F,34027,A,1255.2908,N,7739.6798,E,35.7,282,913.7,1,91,96,F1.7.3;
263,imei:865609029330026,tracker,18-03-2006 3.41,,F,34115,A,1255.3889,N,7739.3777,E,41.2,287,913.4,1,91,46,F1.7.3;
264,imei:865609029330026,tracker,18-03-2006 3.42,,F,34203,A,1255.4561,N,7739.0738,E,48.5,282,913.8,1,91,90,F1.7.3;
265,imei:865609029330026,tracker,18-03-2006 3.42,,F,34228,A,1255.4455,N,7738.8701,E,49.7,251,911.9,1,91,80,F1.7.3;
266,imei:865609029330026,tracker,18-03-2006 3.43,,F,34306,A,1255.326,N,7738.706,E,5,221,912.1,1,91,80,F1.7.3;
267,imei:865609029330026,tracker,18-03-2006 3.43,,F,34354,A,1255.188,N,7738.5884,E,12,215,911.3,1,91,96,F1.7.3;
268,imei:865609029330026,tracker,18-03-2006 3.44,,F,34439,A,1254.9719,N,7738.3719,E,47.7,245,912.2,1,91,93,F1.7.3;
269,imei:865609029330026,tracker,18-03-2006 3.44,,F,34455,A,1254.9514,N,7738.2666,E,43.9,275,912.6,1,91,90,F1.7.3;
270,imei:865609029330026,tracker,18-03-2006 3.45,,F,34529,A,1254.9771,N,7738.0926,E,1,336,912.1,1,91,83,F1.7.3;
271,imei:865609029330026,tracker,18-03-2006 3.45,,F,34530,A,1254.9765,N,7738.0907,E,0.8,16,912,1,91,83,F1.7.3;
272,imei:865609029330026,tracker,18-03-2006 3.45,,F,34532,A,1254.9763,N,7738.0905,E,0.2,53,912,1,91,83,F1.7.3;
273,imei:865609029330026,tracker,18-03-2006 3.45,,F,34536,A,1254.9749,N,7738.0882,E,6,268,912,1,88,83,F1.7.3;
274,imei:865609029330026,tracker,18-03-2006 3.46,,F,34613,A,1254.9806,N,7738.0196,E,1.5,206,911.2,1,91,73,F1.7.3;
275,imei:865609029330026,tracker,18-03-2006 3.46,,F,34618,A,1254.9815,N,7738.0193,E,0.2,104,911.1,1,91,60,F1.7.3;
276,imei:865609029330026,tracker,18-03-2006 3.46,,F,34619,A,1254.9817,N,7738.0191,E,0.3,164,911.1,1,90,60,F1.7.3;
277,imei:865609029330026,tracker,18-03-2006 3.46,,F,34620,A,1254.9817,N,7738.019,E,0.1,223,911.1,1,90,60,F1.7.3;
278,imei:865609029330026,tracker,18-03-2006 3.46,,F,34621,A,1254.982,N,7738.019,E,0,99,911,1,90,60,F1.7.3;
279,imei:865609029330026,tracker,18-03-2006 3.46,,F,34623,A,1254.982,N,7738.0187,E,0.4,166,911,1,90,93,F1.7.3;
280,imei:865609029330026,tracker,18-03-2006 3.46,,F,34626,A,1254.9817,N,7738.0187,E,0.2,201,911,1,91,93,F1.7.3;
281,imei:865609029330026,tracker,18-03-2006 3.46,,F,34636,A,1254.975,N,7738.016,E,0.9,234,910.7,1,88,93,F1.7.3;
282,imei:865609029330026,tracker,18-03-2006 3.46,,F,34654,A,1254.9849,N,7738.0071,E,0.4,140,910.9,1,91,96,F1.7.3;
283,imei:865609029330026,tracker,18-03-2006 3.46,,F,34656,A,1254.9839,N,7738.0054,E,0.2,90,910.8,1,91,100,F1.7.3;
284,imei:865609029330026,tracker,18-03-2006 3.46,,F,34657,A,1254.9836,N,7738.0052,E,0.2,142,910.8,1,91,100,F1.7.3;
285,imei:865609029330026,tracker,18-03-2006 3.46,,F,34658,A,1254.9833,N,7738.0051,E,0.3,112,910.8,1,90,100,F1.7.3;
286,imei:865609029330026,tracker,18-03-2006 3.47,,F,34701,A,1254.9846,N,7738.0055,E,0.3,299,910.8,1,91,100,F1.7.3;
287,imei:865609029330026,tracker,18-03-2006 3.47,,F,34703,A,1254.9844,N,7738.0055,E,0.3,237,910.8,1,88,100,F1.7.3;
288,imei:865609029330026,tracker,18-03-2006 3.47,,F,34718,A,1254.986,N,7738.0058,E,0.3,282,899.1,1,90,100,F1.7.3;
289,imei:865609029330026,tracker,18-03-2006 3.47,,F,34719,A,1254.9877,N,7738.0082,E,0.4,179,910.8,1,88,100,F1.7.3;
290,imei:865609029330026,tracker,18-03-2006 3.47,,F,34723,A,1254.9849,N,7738.0048,E,0.1,299,910.8,1,88,100,F1.7.3;
291,imei:865609029330026,tracker,18-03-2006 3.47,,F,34724,A,1254.9846,N,7738.0048,E,0.1,142,910.8,1,88,100,F1.7.3;
292,imei:865609029330026,tracker,18-03-2006 3.47,,F,34726,A,1254.9841,N,7738.0046,E,0.1,215,910.7,1,88,100,F1.7.3;
293,imei:865609029330026,tracker,18-03-2006 3.47,,F,34727,A,1254.9839,N,7738.0045,E,0.3,170,910.7,1,88,100,F1.7.3;
294,imei:865609029330026,tracker,18-03-2006 3.47,,F,34728,A,1254.9839,N,7738.0045,E,0,117,910.7,1,88,100,F1.7.3;
295,imei:865609029330026,tracker,18-03-2006 3.47,,F,34729,A,1254.9841,N,7738.0045,E,0,59,910.7,1,88,100,F1.7.3;
296,imei:865609029330026,tracker,18-03-2006 3.47,,F,34730,A,1254.9841,N,7738.0045,E,0.1,186,910.7,1,88,100,F1.7.3;
297,imei:865609029330026,tracker,18-03-2006 3.47,,F,34733,A,1254.9839,N,7738.0045,E,0.1,147,910.7,1,88,100,F1.7.3;
298,imei:865609029330026,tracker,18-03-2006 3.47,,F,34734,A,1254.9839,N,7738.0045,E,0.2,246,910.7,1,88,100,F1.7.3;
299,imei:865609029330026,tracker,18-03-2006 3.47,,F,34736,A,1254.9839,N,7738.0038,E,4.6,276,910.8,1,88,100,F1.7.3;
300,imei:865609029330026,tracker,18-03-2006 3.48,,F,34830,A,1255.0009,N,7737.7833,E,18.6,270,909.6,1,88,96,F1.7.3;
301,imei:865609029330026,tracker,18-03-2006 3.48,,F,34845,A,1254.9993,N,7737.7609,E,2,230,909.6,1,88,100,F1.7.3;
302,imei:865609029330026,tracker,18-03-2006 3.48,,F,34847,A,1254.9985,N,7737.76,E,0.8,177,909.6,1,88,93,F1.7.3;
303,imei:865609029330026,tracker,18-03-2006 3.48,,F,34855,A,1254.995,N,7737.7617,E,0.3,270,909.1,1,88,93,F1.7.3;
304,imei:865609029330026,tracker,00/00/00 00:00,,F,34857,V,1254.9611,N,7737.7636,E,0.3,204,909.6,1,88,93,F1.7.3;
305,imei:865609029330026,tracker,18-03-2006 3.49,,F,34902,A,1254.9659,N,7737.7726,E,0.5,31,909.5,1,88,93,F1.7.3;
306,imei:865609029330026,tracker,18-03-2006 3.49,,F,34913,A,1255.0012,N,7737.7584,E,0.2,159,909.4,1,88,100,F1.7.3;
307,imei:865609029330026,tracker,18-03-2006 3.49,,F,34914,A,1255.0007,N,7737.7582,E,0.4,85,909.4,1,88,100,F1.7.3;
308,imei:865609029330026,tracker,18-03-2006 3.49,,F,34915,A,1254.9993,N,7737.7573,E,0.3,8,909.3,1,88,100,F1.7.3;
309,imei:865609029330026,tracker,18-03-2006 3.49,,F,34916,A,1254.9998,N,7737.7574,E,0.2,156,909.3,1,88,100,F1.7.3;
310,imei:865609029330026,tracker,18-03-2006 3.49,,F,34928,A,1255.0012,N,7737.7607,E,0.5,291,909.1,1,88,100,F1.7.3;
311,imei:865609029330026,tracker,18-03-2006 3.49,,F,34929,A,1254.9993,N,7737.7601,E,0.1,164,909,1,88,96,F1.7.3;
312,imei:865609029330026,tracker,18-03-2006 3.49,,F,34941,A,1255.008,N,7737.762,E,2.4,224,908.9,1,88,96,F1.7.3;
313,imei:865609029330026,sleep,18-03-2006 3.49,,F,34942,A,1255.0052,N,7737.759,E,1.1,201,908.9,0,88,96,F1.7.3;
314,imei:865609029330026,sleep,18-03-2006 3.56,,F,35642,A,1255.0562,N,7737.477,E,3.7,257,882.6,0,88,100,F1.7.3;
315,imei:865609029330026,tracker,18-03-2006 4.03,,F,40334,A,1254.9738,N,7737.0376,E,39.5,268,882.7,1,88,100,F1.7.3;
316,imei:865609029330026,tracker,18-03-2006 4.03,,F,40355,A,1254.9765,N,7736.9792,E,0.2,209,884,1,88,100,F1.7.3;
317,imei:865609029330026,tracker,18-03-2006 4.03,,F,40357,A,1254.9793,N,7736.9805,E,0,278,883.9,1,88,83,F1.7.3;
318,imei:865609029330026,tracker,18-03-2006 4.04,,F,40407,A,1254.9789,N,7736.9741,E,1,82,883.9,1,85,83,F1.7.3;
319,imei:865609029330026,tracker,18-03-2006 4.04,,F,40409,A,1254.979,N,7736.9789,E,0.4,331,883.9,1,88,90,F1.7.3;
320,imei:865609029330026,tracker,18-03-2006 4.04,,F,40410,A,1254.9782,N,7736.9774,E,0.3,2,883.9,1,88,90,F1.7.3;
321,imei:865609029330026,tracker,18-03-2006 4.04,,F,40419,A,1254.9671,N,7736.968,E,1.3,56,883.9,1,85,93,F1.7.3;
322,imei:865609029330026,tracker,18-03-2006 4.04,,F,40420,A,1254.9741,N,7736.9744,E,0.1,4,884.1,1,88,93,F1.7.3;
323,imei:865609029330026,tracker,18-03-2006 4.04,,F,40421,A,1254.9749,N,7736.9754,E,0.3,45,884,1,88,93,F1.7.3;
324,imei:865609029330026,tracker,18-03-2006 4.04,,F,40431,A,1254.9719,N,7736.9751,E,4.7,297,884.1,1,85,93,F1.7.3;
325,imei:865609029330026,tracker,18-03-2006 4.04,,F,40433,A,1254.9763,N,7736.9752,E,0.3,216,884.2,1,88,93,F1.7.3;
326,imei:865609029330026,tracker,18-03-2006 4.04,,F,40442,A,1254.9766,N,7736.9775,E,3.6,78,884.2,1,85,86,F1.7.3;
327,imei:865609029330026,tracker,18-03-2006 4.04,,F,40444,A,1254.9827,N,7736.9811,E,0.3,277,884.3,1,85,86,F1.7.3;
328,imei:865609029330026,sleep,18-03-2006 4.04,,F,40453,A,1254.9676,N,7736.9738,E,1.1,27,884.4,0,85,93,F1.7.3;
329,imei:865609029330026,tracker,18-03-2006 4.07,,F,40704,A,1254.9865,N,7736.8857,E,19.6,275,886.6,1,88,100,F1.7.3;
330,imei:865609029330026,tracker,18-03-2006 4.07,,F,40750,A,1254.9877,N,7736.702,E,1.5,207,887.4,1,85,100,F1.7.3;
331,imei:865609029330026,tracker,18-03-2006 4.07,,F,40755,A,1254.9877,N,7736.7019,E,0.1,159,887.2,1,85,100,F1.7.3;
332,imei:865609029330026,tracker,18-03-2006 4.07,,F,40756,A,1254.9879,N,7736.7019,E,0,76,887.1,1,85,100,F1.7.3;
333,imei:865609029330026,tracker,18-03-2006 4.07,,F,40757,A,1254.9879,N,7736.7019,E,0.1,131,887.1,1,85,100,F1.7.3;
334,imei:865609029330026,tracker,18-03-2006 4.07,,F,40758,A,1254.9879,N,7736.7017,E,0,170,887.1,1,85,100,F1.7.3;
335,imei:865609029330026,tracker,18-03-2006 4.07,,F,40759,A,1254.9877,N,7736.7017,E,0,232,887.1,1,85,100,F1.7.3;
336,imei:865609029330026,tracker,18-03-2006 4.08,,F,40800,A,1254.9877,N,7736.7017,E,0,7,887.1,1,85,100,F1.7.3;
337,imei:865609029330026,tracker,18-03-2006 4.08,,F,40801,A,1254.9877,N,7736.7017,E,0,214,887.1,1,85,100,F1.7.3;
338,imei:865609029330026,tracker,18-03-2006 4.08,,F,40802,A,1254.9877,N,7736.7017,E,0,3,887.1,1,85,100,F1.7.3;
339,imei:865609029330026,tracker,18-03-2006 4.08,,F,40803,A,1254.9877,N,7736.7016,E,0.4,267,887.1,1,85,100,F1.7.3;
340,imei:865609029330026,tracker,18-03-2006 4.08,,F,40809,A,1254.9877,N,7736.7002,E,0,114,886.9,1,85,100,F1.7.3;
341,imei:865609029330026,tracker,18-03-2006 4.08,,F,40810,A,1254.9877,N,7736.7,E,0,260,887,1,85,100,F1.7.3;
342,imei:865609029330026,tracker,18-03-2006 4.08,,F,40811,A,1254.9877,N,7736.7,E,0,351,887.1,1,85,100,F1.7.3;
343,imei:865609029330026,tracker,18-03-2006 4.08,,F,40813,A,1254.9877,N,7736.7,E,0,281,887.2,1,85,100,F1.7.3;
344,imei:865609029330026,tracker,18-03-2006 4.08,,F,40816,A,1254.9877,N,7736.7,E,0,231,887.2,1,85,100,F1.7.3;
345,imei:865609029330026,tracker,18-03-2006 4.08,,F,40817,A,1254.9877,N,7736.7,E,0,166,887.2,1,85,100,F1.7.3;
346,imei:865609029330026,tracker,18-03-2006 4.08,,F,40819,A,1254.9926,N,7736.6988,E,1.5,66,885,1,85,100,F1.7.3;
347,imei:865609029330026,tracker,18-03-2006 4.08,,F,40830,A,1254.9912,N,7736.6978,E,0.5,333,887.1,1,85,100,F1.7.3;
348,imei:865609029330026,tracker,18-03-2006 4.08,,F,40832,A,1254.9904,N,7736.6963,E,0.3,189,887.2,1,85,100,F1.7.3;
349,imei:865609029330026,tracker,18-03-2006 4.08,,F,40834,A,1254.9898,N,7736.6962,E,0.1,96,887.2,1,85,100,F1.7.3;
350,imei:865609029330026,tracker,18-03-2006 4.08,,F,40835,A,1254.9898,N,7736.6965,E,0,163,887.2,1,85,100,F1.7.3;
351,imei:865609029330026,tracker,18-03-2006 4.08,,F,40836,A,1254.9896,N,7736.6963,E,0.3,40,887.3,1,85,100,F1.7.3;
352,imei:865609029330026,tracker,18-03-2006 4.08,,F,40838,A,1254.9887,N,7736.6958,E,0.7,120,887.4,1,85,100,F1.7.3;
353,imei:865609029330026,tracker,18-03-2006 4.08,,F,40842,A,1254.9882,N,7736.6961,E,0,49,887.4,1,85,100,F1.7.3;
354,imei:865609029330026,tracker,18-03-2006 4.08,,F,40843,A,1254.9884,N,7736.6965,E,0.1,120,887.4,1,85,100,F1.7.3;
355,imei:865609029330026,tracker,18-03-2006 4.08,,F,40844,A,1254.9885,N,7736.6965,E,0.6,268,887.4,1,85,100,F1.7.3;
356,imei:865609029330026,sleep,18-03-2006 4.08,,F,40845,A,1254.9885,N,7736.6965,E,2.7,271,887.4,0,85,100,F1.7.3;
357,imei:865609029330026,tracker,18-03-2006 4.11,,F,41132,A,1254.9947,N,7736.5826,E,27.4,269,891.3,1,85,100,F1.7.3;
358,imei:865609029330026,tracker,18-03-2006 4.12,,F,41232,A,1255.0033,N,7736.3017,E,18.7,269,890,1,85,90,F1.7.3;
359,imei:865609029330026,tracker,18-03-2006 4.13,,F,41332,A,1254.9964,N,7736.0366,E,20.9,268,890.2,1,85,100,F1.7.3;
360,imei:865609029330026,tracker,18-03-2006 4.13,,F,41345,A,1254.9936,N,7736.019,E,0.9,326,890.3,1,85,73,F1.7.3;
361,imei:865609029330026,tracker,18-03-2006 4.13,,F,41354,A,1255.0018,N,7736.023,E,2.4,14,890.6,1,85,93,F1.7.3;
362,imei:865609029330026,tracker,18-03-2006 4.14,,F,41406,A,1255.008,N,7736.0274,E,0.8,182,890.7,1,85,93,F1.7.3;
363,imei:865609029330026,tracker,18-03-2006 4.14,,F,41417,A,1254.9953,N,7736.0205,E,0.1,150,890.4,1,85,100,F1.7.3;
364,imei:865609029330026,tracker,18-03-2006 4.14,,F,41418,A,1254.9953,N,7736.0204,E,0.3,184,890.4,1,85,96,F1.7.3;
365,imei:865609029330026,tracker,18-03-2006 4.14,,F,41441,A,1254.9985,N,7736.0167,E,5.9,261,890.4,1,85,96,F1.7.3;
366,imei:865609029330026,tracker,18-03-2006 4.15,,F,41541,A,1255.0094,N,7735.7766,E,20.3,276,890.4,1,85,90,F1.7.3;
367,imei:865609029330026,tracker,18-03-2006 4.15,,F,41559,A,1255.008,N,7735.7644,E,1,209,899.3,1,85,86,F1.7.3;
368,imei:865609029330026,tracker,18-03-2006 4.16,,F,41602,A,1255.0091,N,7735.7648,E,0.7,251,895.4,1,85,83,F1.7.3;
369,imei:865609029330026,tracker,18-03-2006 4.16,,F,41606,A,1255.0061,N,7735.7594,E,1,14,894.6,1,85,83,F1.7.3;
370,imei:865609029330026,tracker,18-03-2006 4.16,,F,41612,A,1255.0161,N,7735.7688,E,0.9,46,898,1,85,83,F1.7.3;
371,imei:865609029330026,tracker,18-03-2006 4.16,,F,41617,A,1255.0099,N,7735.7708,E,0.4,224,896.5,1,85,83,F1.7.3;
372,imei:865609029330026,tracker,18-03-2006 4.16,,F,41619,A,1255.0085,N,7735.7661,E,0.4,356,896.1,1,85,83,F1.7.3;
373,imei:865609029330026,tracker,18-03-2006 4.16,,F,41624,A,1255.0164,N,7735.7685,E,0.9,299,896.1,1,85,83,F1.7.3;
374,imei:865609029330026,tracker,18-03-2006 4.16,,F,41626,A,1255.0155,N,7735.7671,E,0.3,256,896.2,1,84,90,F1.7.3;
375,imei:865609029330026,tracker,18-03-2006 4.16,,F,41627,A,1255.0148,N,7735.7671,E,0.4,311,896.2,1,84,90,F1.7.3;
376,imei:865609029330026,tracker,18-03-2006 4.16,,F,41630,A,1255.02,N,7735.7725,E,2.9,153,896.2,1,84,90,F1.7.3;
377,imei:865609029330026,tracker,18-03-2006 4.16,,F,41632,A,1255.0096,N,7735.7658,E,0.5,219,896.2,1,84,90,F1.7.3;
378,imei:865609029330026,tracker,18-03-2006 4.16,,F,41633,A,1255.0091,N,7735.7652,E,0.1,349,896.2,1,82,90,F1.7.3;
379,imei:865609029330026,tracker,18-03-2006 4.16,,F,41634,A,1255.0088,N,7735.7655,E,0.1,33,896.2,1,82,90,F1.7.3;
380,imei:865609029330026,tracker,18-03-2006 4.16,,F,41635,A,1255.0088,N,7735.7654,E,0.2,98,896.2,1,82,90,F1.7.3;
381,imei:865609029330026,tracker,18-03-2006 4.16,,F,41636,A,1255.0094,N,7735.7654,E,0,197,896.2,1,84,90,F1.7.3;
382,imei:865609029330026,tracker,18-03-2006 4.16,,F,41637,A,1255.0099,N,7735.7651,E,0,258,896.3,1,84,90,F1.7.3;
